min_dte,max_dte,min_moneyness,max_moneyness,max_rel_spread,min_liquidity_volume,min_liquidity_open_interest,sell_edge_threshold,buy_edge_threshold,weekly_abs_edge_usd,mid_abs_edge_usd,prefer_defined_risk,allow_naked_long,allow_naked_short,max_naked_dte,stress_return_gate,no_defined_risk,total_pnl,daily_sharpe,max_drawdown_abs,max_drawdown,trades,candidates,win_rate
14,90,0.75,1.1,0.05,50.0,3000.0,12.0,-4.0,0.3,0.2,True,False,True,14,-0.0125,False,-14798.455322241261,-2.2661536866072773,-16428.07771190034,-0.0,1160,9605,0.40963855421686746
5,90,0.9,1.25,0.08,100.0,50000.0,0.5,-3.0,1.0,0.3,False,False,True,21,-0.01,True,-15105.256469062664,-0.7824564236621112,-16850.171910755766,-28.040774834857157,2271,15805,0.4779116465863454
10,60,0.85,1.3,0.03,50.0,10000.0,1.0,-0.5,0.03,0.1,True,False,False,45,-0.0075,False,-15835.620348629474,-2.669168440601395,-15960.987360227433,-0.0,933,10191,0.41767068273092367
21,45,0.95,1.3,0.08,100.0,0.0,0.05,-8.0,0.03,2.0,True,True,False,14,-0.0075,False,-15875.726059987594,-2.4286572851840758,-16923.683542429964,-28.64613356410462,813,4468,0.41365461847389556
3,30,0.85,1.15,0.15,500.0,5000.0,5.0,-2.0,0.03,0.2,False,True,False,60,-0.02,True,-16245.042379442362,-1.4093219827928103,-20856.073750704058,-33.54648278419539,2020,9708,0.678714859437751
14,120,0.8,1.25,0.15,200.0,50000.0,0.3,-0.5,0.1,0.5,False,False,False,21,0.0,True,-16352.249233193457,-0.9562973625045532,-19491.359218632526,-6.670428431433847,1753,5672,0.4819277108433735
14,45,0.95,1.2,0.05,0.0,50000.0,5.0,-0.3,0.3,2.0,True,True,True,45,-0.02,False,-16421.618049895398,-1.3235993699593436,-18404.647563367613,-33.242322980165774,2413,6718,0.5542168674698795
5,45,0.8,1.05,0.15,100.0,1000.0,0.1,-0.5,0.03,0.5,True,False,True,60,-0.02,False,-16459.508988790756,-2.4811364176025528,-18586.70030903078,-13.46591104472367,2308,15472,0.5421686746987951
7,30,0.9,1.15,0.08,25.0,10000.0,3.0,-5.0,0.3,1.0,False,True,True,14,-0.015,True,-16500.610389503476,-1.144678418201227,-18383.90918751979,-12535.609370382672,2145,11800,0.5502008032128514
7,120,0.95,1.15,0.05,25.0,10000.0,0.3,-0.1,1.0,0.1,True,False,False,30,-0.01,False,-16718.92045796781,-1.6924103752695046,-19919.054077674202,-12.775597974460442,1361,14979,0.42971887550200805
5,60,0.75,1.15,0.15,1000.0,50000.0,20.0,-0.1,0.3,0.3,True,True,True,14,-0.005,False,-16855.97422220716,-2.0778738873414975,-20164.117158752484,-0.0,1299,4979,0.5381526104417671
21,30,0.95,1.2,0.15,0.0,3000.0,10.0,-6.0,0.05,2.0,False,True,True,30,-0.0125,True,-16872.04948217972,-1.3095573957445859,-20218.622315721193,-32.66158871423435,1625,2228,0.5381526104417671
7,30,0.95,1.25,0.12,1000.0,0.0,0.5,-2.0,0.05,0.05,True,False,False,7,-0.015,False,-16956.59597806718,-2.1476717844317905,-18776.16756175254,-25.84285826780271,948,10982,0.4457831325301205
7,30,0.85,1.05,0.03,0.0,3000.0,5.0,-1.0,0.2,0.5,False,True,False,14,-0.015,True,-17064.613040712764,-1.4456140360866179,-19913.2675757522,-10.149625163028134,2097,10089,0.570281124497992
7,45,0.95,1.1,0.12,100.0,10000.0,20.0,-0.3,0.2,0.1,True,True,True,45,-0.015,False,-17106.61521336379,-1.5309413614644944,-20143.59901371126,-8.422615046335904,2242,8799,0.5542168674698795
21,120,0.9,1.3,0.03,1000.0,0.0,5.0,-0.5,0.05,1.0,True,False,True,60,-0.03,False,-17385.293873041413,-2.457661939268659,-17929.12752190859,-0.0,2305,7696,0.5020080321285141
14,45,0.75,1.2,0.05,50.0,50000.0,5.0,-0.3,0.1,0.3,True,True,True,45,-0.02,False,-17659.61302269375,-1.490464338162336,-19696.8163208504,-21.870866998981548,2472,8754,0.5341365461847389
5,120,0.95,1.05,0.1,0.0,0.0,0.3,-6.0,0.2,0.2,False,False,False,14,-0.0125,True,-17670.18748830785,-1.1590383274463556,-27144.444119938336,-31.127766201054435,2305,16164,0.570281124497992
7,90,0.85,1.15,0.08,100.0,5000.0,0.1,0.3,0.1,0.1,True,False,False,30,-0.0125,False,-18055.774027966356,-2.4085714051585874,-20925.55379791229,-11.189037361418038,1198,15597,0.44176706827309237
7,90,0.8,1.25,0.15,1000.0,0.0,2.0,-8.0,0.03,0.05,True,True,True,30,-0.01,False,-18791.074482602457,-1.1092747678322812,-20987.757317318774,-13.286747086194516,2156,18787,0.44176706827309237
14,45,0.8,1.1,0.1,500.0,0.0,10.0,-10.0,0.5,0.05,False,True,True,14,-0.01,True,-18834.272966328237,-1.683107549194991,-23854.581657479474,-7.4201325508859375,1958,7747,0.5301204819277109
21,120,0.75,1.05,0.12,200.0,50000.0,8.0,-0.1,0.1,0.2,False,True,False,21,0.0,True,-19103.848041249614,-1.2767810508546305,-20995.221755661627,-1137.626468907491,1692,3633,0.4859437751004016
3,60,0.85,1.25,0.15,50.0,50000.0,2.0,-1.0,0.03,0.2,True,False,False,60,0.0,False,-19400.143267956184,-2.6948550883961566,-21542.738423796578,-21.084410860476417,884,12800,0.3253012048192771
21,90,0.95,1.1,0.1,100.0,20000.0,5.0,-2.0,0.05,0.5,False,True,True,30,-0.005,True,-19648.639753645482,-1.2849095034396352,-22226.538908934657,-19.662081187970962,1974,4398,0.46184738955823296
5,45,0.95,1.1,0.08,25.0,1000.0,0.05,-5.0,0.5,0.1,False,False,False,7,-0.02,True,-19997.588833784823,-1.292673266286401,-22310.256700640697,-0.0,2202,15075,0.5461847389558233
7,45,0.95,1.2,0.05,100.0,1000.0,3.0,-1.0,1.0,1.0,True,True,True,21,-0.005,False,-20319.2629121523,-1.8414980881072007,-22335.83504600733,-16.254615928154383,1719,9234,0.4899598393574297
14,60,0.85,1.15,0.03,50.0,20000.0,0.05,-0.3,0.1,0.5,False,True,True,30,-0.0125,True,-20518.007592906193,-1.2398142920438127,-19512.759664268207,-0.0,2365,8650,0.5140562248995983
14,120,0.75,1.3,0.2,0.0,5000.0,12.0,-10.0,0.2,0.3,True,False,True,7,-0.015,False,-20992.054672055885,-2.6171465856255796,-22548.97512613111,-17.899186336969727,910,11958,0.40963855421686746
3,60,0.85,1.2,0.12,0.0,20000.0,2.0,-10.0,0.1,0.5,False,True,False,45,-0.0125,True,-21148.933096869398,-1.4034991241444583,-22855.631095477198,-38.97808883006753,2135,21878,0.5341365461847389
14,120,0.8,1.25,0.08,50.0,20000.0,12.0,-2.0,0.1,0.5,False,False,False,60,0.0,True,-21170.39070240787,-0.8872565595857336,-23687.2185584172,-0.0,2116,6930,0.41767068273092367
21,60,0.75,1.3,0.2,25.0,5000.0,1.0,-5.0,1.0,1.0,False,True,True,14,-0.03,True,-21257.67011234742,-1.3678859585354475,-24313.797800677832,-0.0,2348,8580,0.5381526104417671
7,60,0.8,1.15,0.05,100.0,0.0,2.0,-0.5,0.05,0.2,True,False,True,45,-0.01,False,-21572.66455913376,-2.2601234556572365,-24117.06167081283,-19.568509669557052,2490,16440,0.4578313253012048
7,120,0.85,1.3,0.08,500.0,10000.0,8.0,-0.5,0.1,0.3,False,False,True,45,0.0,True,-21628.474139744714,-1.586247410725587,-23567.493458773522,-0.0,1477,5210,0.4738955823293173
5,75,0.85,1.3,0.08,1000.0,1000.0,12.0,-1.0,0.2,0.05,False,True,True,7,-0.01,True,-22070.99611143045,-2.0768785754243195,-25167.597523028693,-0.0,1885,5882,0.5461847389558233
5,90,0.95,1.15,0.03,500.0,0.0,10.0,-2.0,1.0,0.05,False,True,False,14,-0.0075,True,-22377.268239016725,-1.1997309614709162,-25206.891872738437,-30.80808074968159,2246,12238,0.4738955823293173
3,45,0.95,1.05,0.05,50.0,50000.0,5.0,-3.0,0.5,1.0,False,False,False,7,-0.0125,True,-22507.00256196638,-1.917846268793222,-24370.379246569588,-824.768289950246,2137,14335,0.570281124497992
7,75,0.85,1.25,0.03,0.0,20000.0,15.0,-0.3,0.1,2.0,True,False,True,14,-0.03,False,-22678.181279299348,-2.45084859041781,-23986.051571658758,-98.40299977344283,1994,13953,0.4979919678714859
5,90,0.95,1.1,0.1,0.0,10000.0,2.0,-2.0,1.0,0.05,True,False,False,21,-0.005,False,-23017.89515263847,-2.3339323073676326,-25736.977492707898,-35.04383615608546,1124,15188,0.43373493975903615
21,45,0.85,1.3,0.08,50.0,20000.0,3.0,-1.0,0.1,0.2,False,True,True,14,-0.0075,True,-23269.433307455,-1.6889201959211053,-25684.172272389605,-28.957466851727983,2067,5320,0.5060240963855421
3,45,0.8,1.1,0.1,50.0,1000.0,0.05,-3.0,0.05,0.05,True,True,True,14,-0.0075,False,-23425.903761685113,-1.6283389378365858,-25926.439299511952,-21.963212912341053,2025,17908,0.5100401606425703
5,45,0.75,1.3,0.1,100.0,20000.0,0.3,-0.3,0.2,1.0,True,True,False,60,-0.02,False,-23807.144347920395,-1.909608772596574,-26358.413067467744,-12.48877021308619,1074,16530,0.4738955823293173
14,45,0.8,1.1,0.1,0.0,50000.0,2.0,-3.0,1.0,0.05,True,True,True,7,-0.02,False,-24120.527061025303,-2.20605328212552,-26540.386751094105,-25.420048827618697,1322,9759,0.46586345381526106
10,60,0.8,1.05,0.08,100.0,0.0,3.0,-4.0,0.2,0.3,True,True,False,30,-0.03,False,-24763.22520035351,-2.3034588305627257,-27331.489274778956,-23.379678843264152,1337,13333,0.4859437751004016
7,75,0.9,1.1,0.1,200.0,50000.0,15.0,-0.3,1.0,0.1,False,True,True,7,-0.02,True,-24816.173071568228,-1.4823905028647817,-27046.46163546734,-20.234074576644424,2374,10567,0.5301204819277109
14,30,0.8,1.1,0.12,0.0,3000.0,0.5,-0.1,0.03,0.5,True,True,False,7,-0.0075,False,-24957.264744170836,-2.15488464143014,-25620.3206255257,-0.0,1302,5969,0.46586345381526106
14,75,0.75,1.1,0.08,0.0,0.0,12.0,-8.0,0.1,0.1,False,False,False,14,-0.005,True,-25110.235132053906,-1.6492043568649208,-27091.034245388444,-0.0,2017,8837,0.4738955823293173
10,90,0.8,1.2,0.1,50.0,20000.0,2.0,-0.1,0.1,1.0,True,False,True,45,-0.0125,False,-25177.36328687735,-2.9422307442642754,-26487.14972569642,-0.0,2562,14171,0.43775100401606426
21,45,0.85,1.1,0.12,25.0,20000.0,0.3,-2.0,0.03,0.2,False,False,True,21,0.0,True,-25250.133884497212,-1.9011281292301163,-28415.673064471357,-28.27052871510582,1523,3885,0.42168674698795183
5,120,0.95,1.15,0.1,200.0,1000.0,3.0,-0.1,0.05,0.3,True,True,False,45,-0.005,False,-25749.498639168116,-1.572022008767067,-33776.13138357955,-4.694092341230652,1061,10814,0.43373493975903615
21,60,0.75,1.2,0.12,50.0,50000.0,15.0,-0.1,0.3,1.0,False,False,False,14,-0.01,True,-25915.511024595005,-1.478242400902372,-26278.093852021804,-0.0,2363,6140,0.4939759036144578
5,60,0.85,1.1,0.05,25.0,10000.0,0.3,-3.0,0.2,0.05,True,False,True,45,-0.02,False,-25935.021175001166,-2.3649503852592977,-28850.274638252424,-31.2440003390702,2510,19543,0.4939759036144578
14,75,0.9,1.25,0.1,25.0,1000.0,0.05,-5.0,0.5,2.0,False,True,False,21,-0.005,True,-25943.18496316956,-1.4791188024916608,-27444.28647601046,-0.0,2094,8875,0.43775100401606426
7,30,0.95,1.3,0.08,0.0,1000.0,10.0,-1.0,0.1,0.05,True,True,True,45,-0.0075,False,-26396.801290502604,-1.5623500752464818,-26793.46819664309,-0.0,2179,9416,0.5381526104417671
10,60,0.9,1.2,0.2,25.0,5000.0,15.0,-6.0,0.2,0.2,False,True,False,45,-0.005,True,-26628.933952989013,-1.7299450965246772,-28204.667099185812,-0.0,1976,8898,0.44176706827309237
10,75,0.8,1.3,0.1,25.0,3000.0,1.0,-4.0,0.05,0.2,True,True,True,45,-0.0125,False,-27822.834424971472,-2.0332120375689082,-29974.130775074726,-118.01219114885905,2391,14290,0.4497991967871486
10,120,0.8,1.15,0.15,25.0,1000.0,1.0,-2.0,0.3,2.0,True,False,True,60,-0.0075,False,-28108.643187997044,-2.892637552281123,-30580.288507590354,-26.798076392679295,2567,15222,0.42971887550200805
5,75,0.8,1.15,0.05,25.0,1000.0,20.0,-0.3,0.1,0.1,True,False,False,60,-0.005,False,-28289.59515388018,-2.5968483519901904,-29783.191079902757,-60.31125524390418,1250,15218,0.41767068273092367
3,45,0.85,1.15,0.05,0.0,5000.0,5.0,-3.0,0.2,0.2,True,True,False,7,0.0,False,-28665.979026619287,-1.9057062180942188,-30723.502951162358,-25.34284570309009,1046,11899,0.43775100401606426
3,75,0.75,1.15,0.1,50.0,10000.0,15.0,-2.0,0.03,0.2,True,True,False,45,-0.03,False,-28759.057661443847,-1.6868237285916878,-31210.66267757047,-38.03176016532926,1523,20661,0.4497991967871486
14,45,0.8,1.2,0.05,50.0,1000.0,8.0,-0.1,0.1,0.3,False,False,False,14,0.0,True,-28940.504248226916,-1.762148638122242,-29642.84349293767,-0.0,1692,5086,0.4779116465863454
21,75,0.9,1.25,0.08,25.0,1000.0,5.0,-1.0,0.03,0.05,True,False,True,60,-0.03,False,-28989.68216495057,-3.1999623352548165,-29522.696703851372,-0.0,2539,8006,0.4738955823293173
21,90,0.8,1.05,0.03,500.0,0.0,0.3,-1.0,1.0,2.0,False,True,True,60,-0.0075,True,-29473.777984276938,-1.7669847219995325,-33941.26541670122,-43.63083050249485,2258,6620,0.5140562248995983
14,120,0.9,1.3,0.08,25.0,50000.0,1.0,-2.0,0.1,2.0,False,True,False,21,-0.01,True,-29690.43405433251,-1.1243164582726435,-31255.47212647198,-0.0,2869,11446,0.42168674698795183
5,45,0.75,1.3,0.15,50.0,10000.0,8.0,-1.0,0.05,0.3,True,True,False,7,-0.0125,False,-29852.276899938333,-2.098050796253444,-31864.72152160254,-30.215907253529632,1165,16705,0.46586345381526106
5,75,0.75,1.3,0.03,0.0,1000.0,3.0,-0.5,1.0,0.05,True,True,True,45,-0.01,False,-30014.435339889962,-1.885062484590475,-30846.823594444824,-0.0,2434,16854,0.4497991967871486
21,120,0.95,1.15,0.1,100.0,3000.0,8.0,-0.1,0.2,2.0,False,False,True,30,-0.01,True,-30212.79225934243,-1.7677870111725045,-30007.397724110077,-0.0,2504,5221,0.46184738955823296
3,75,0.75,1.1,0.03,50.0,5000.0,0.1,-3.0,0.1,0.1,False,True,False,14,-0.005,True,-30247.376011310454,-1.2929464023899342,-30107.990747209755,-0.0,2124,16998,0.46184738955823296
21,90,0.75,1.1,0.08,50.0,1000.0,1.0,-0.1,0.1,0.05,False,False,True,60,-0.015,True,-30342.867975835074,-1.5592744706234185,-32634.850063750753,-281.402208021669,2721,9094,0.46184738955823296
10,30,0.95,1.2,0.2,50.0,0.0,0.05,-2.0,0.03,2.0,False,True,True,45,-0.005,True,-30666.661465024612,-1.8105928855927178,-31663.59730146785,-0.0,1934,6449,0.5140562248995983
10,45,0.75,1.15,0.2,0.0,0.0,3.0,-8.0,0.2,0.5,False,False,False,60,-0.0075,True,-31282.50754255703,-1.9703664968260117,-33416.17206145626,-44.67365177941862,2056,11546,0.4779116465863454
3,75,0.75,1.2,0.12,500.0,0.0,3.0,-5.0,0.5,0.05,True,False,True,45,-0.01,False,-31591.739860908965,-2.585110880223438,-33761.98559338607,-64.52137254744125,2503,23172,0.42168674698795183
14,90,0.95,1.25,0.15,1000.0,0.0,2.0,-0.5,1.0,0.05,True,True,True,30,-0.01,False,-31813.468822233062,-1.6251359802446543,-32292.545969031253,-0.0,2402,9411,0.42971887550200805
14,90,0.9,1.25,0.12,0.0,10000.0,8.0,-3.0,1.0,0.2,True,True,False,30,-0.02,False,-32401.079477522653,-1.6828254488299048,-33753.257611725494,-108.82108635877013,1605,10904,0.4457831325301205
21,120,0.75,1.25,0.08,500.0,0.0,15.0,-5.0,0.5,0.3,True,False,True,60,-0.005,False,-32510.64682969841,-3.452355167346378,-34350.84503654319,-49.233254508948335,1988,8209,0.36947791164658633
5,30,0.8,1.1,0.1,0.0,5000.0,0.05,-2.0,0.2,0.3,True,True,False,7,-0.02,False,-32845.005038458796,-2.114230091270654,-35221.59768542767,-25.467796434974986,1247,16695,0.4538152610441767
5,75,0.85,1.3,0.1,50.0,50000.0,5.0,-4.0,0.1,2.0,False,True,True,7,-0.02,True,-32930.66257662928,-1.7028598046139414,-34048.32854005142,-0.0,2503,18981,0.4578313253012048
14,75,0.9,1.2,0.2,0.0,5000.0,15.0,-6.0,0.03,2.0,True,False,False,60,-0.015,False,-33267.21281203079,-3.9419129915592017,-34523.417760461765,-1447.8384887859454,1048,8696,0.41365461847389556
10,120,0.85,1.15,0.15,25.0,3000.0,15.0,-0.3,0.3,0.05,True,True,True,14,0.0,False,-33647.112500571326,-1.6772426121376598,-35469.02048359493,-68.76700464704915,2025,8758,0.39357429718875503
10,75,0.9,1.2,0.1,0.0,10000.0,0.3,-5.0,0.05,0.5,True,False,True,7,-0.0125,False,-35464.09576275466,-3.9191012764542945,-36696.93470055744,-0.0,1131,13791,0.40562248995983935
21,30,0.85,1.15,0.1,200.0,0.0,1.0,-0.3,0.05,0.1,False,False,True,30,-0.01,True,-35915.61929808566,-2.334589515258145,-37665.22048922678,-0.0,1901,3316,0.5220883534136547
3,75,0.85,1.15,0.1,50.0,50000.0,1.0,-0.5,0.5,0.05,True,True,True,14,-0.02,False,-36081.85259182446,-2.0344768834658473,-39159.771348595175,-25.537083848805246,2612,22191,0.46987951807228917
7,120,0.9,1.05,0.05,100.0,20000.0,1.0,-0.3,0.03,0.5,False,True,False,14,-0.0125,True,-37635.38632111089,-2.040595122175508,-38733.894859228356,-53.859859981631935,2749,14080,0.4779116465863454
5,75,0.9,1.15,0.12,50.0,20000.0,0.5,-0.1,1.0,0.5,True,True,False,45,-0.0125,False,-37841.906274486384,-2.3786759788928333,-39406.594989977646,-585.4580989514546,1429,18218,0.42168674698795183
21,90,0.9,1.15,0.12,500.0,0.0,2.0,-0.5,0.2,0.5,True,False,False,45,-0.02,False,-38024.65291144261,-3.785561137500365,-38519.848197875275,-0.0,1687,9635,0.41365461847389556
5,45,0.95,1.15,0.03,100.0,3000.0,15.0,-0.3,0.03,1.0,False,False,True,30,-0.03,True,-38711.77901859434,-1.9895041319156448,-42822.08248021091,-13.61309575421746,2389,11975,0.5542168674698795
14,30,0.75,1.3,0.12,25.0,0.0,0.1,-0.5,0.3,2.0,False,True,True,7,-0.03,True,-39100.23239666218,-2.1408625866828768,-40054.67055713853,-0.0,2449,6932,0.4859437751004016
7,30,0.8,1.1,0.05,25.0,5000.0,5.0,-0.5,0.1,0.1,False,True,False,21,-0.015,True,-39415.297920400924,-2.2248273611168057,-41270.48159561387,-133.69988942907537,2359,12367,0.5020080321285141
3,120,0.95,1.15,0.03,0.0,50000.0,20.0,-2.0,0.1,0.2,False,False,True,30,-0.0075,True,-40087.50351668406,-1.3799470660804334,-41609.83009160739,-0.0,2422,12656,0.43775100401606426
5,120,0.75,1.1,0.15,25.0,3000.0,10.0,-1.0,0.2,0.05,True,False,True,60,-0.02,False,-40437.98038557222,-3.138644356611459,-42915.01590145634,-28.07614514493482,3086,21802,0.42570281124497994
10,120,0.95,1.2,0.1,1000.0,0.0,3.0,-2.0,0.3,2.0,False,True,False,14,-0.01,True,-40760.19483256605,-1.428462822474246,-41642.56484934249,-0.0,2947,12163,0.44176706827309237
5,45,0.85,1.05,0.2,50.0,1000.0,12.0,-0.5,0.3,0.3,False,False,True,45,-0.015,True,-41325.51856618833,-2.5418603657726595,-43528.73562520389,-36.54514671407845,2451,14735,0.5020080321285141
5,45,0.8,1.15,0.2,1000.0,0.0,12.0,-5.0,1.0,0.05,False,False,False,14,0.0,True,-41817.08939364483,-1.876476703779812,-45869.65237854059,-28.24875075262167,1776,10937,0.40963855421686746
7,75,0.8,1.15,0.05,0.0,5000.0,3.0,-4.0,1.0,0.3,False,False,True,21,0.0,True,-41853.887250777574,-2.021439507787497,-44141.064733638304,-0.0,1816,10876,0.44176706827309237
5,90,0.8,1.1,0.08,0.0,50000.0,5.0,-2.0,1.0,2.0,True,False,True,60,-0.0075,False,-42758.04191568615,-3.359875415159879,-44750.906161951294,-44.0774575388725,2706,20166,0.41365461847389556
14,45,0.85,1.25,0.12,1000.0,0.0,8.0,-6.0,1.0,2.0,False,True,True,45,-0.0125,True,-42758.32381401464,-2.513228205003317,-46176.03304903127,-52.42963746359632,2246,8382,0.4899598393574297
5,120,0.75,1.05,0.03,25.0,50000.0,2.0,-0.1,0.05,0.05,False,False,False,21,-0.0075,True,-43683.37562843038,-2.285159620422843,-44620.22232699899,-49.060436869626635,2710,16761,0.46184738955823296
10,75,0.75,1.1,0.08,100.0,0.0,20.0,-0.3,0.05,1.0,True,True,True,7,-0.0075,False,-43944.276627325045,-2.33002885113923,-45116.451370511415,-0.0,1793,11843,0.43373493975903615
21,90,0.85,1.25,0.15,0.0,0.0,0.1,-2.0,0.03,0.3,True,True,False,45,-0.015,False,-44008.6548732757,-2.6213048717716854,-44892.4075991223,-343.86271991428913,1647,10266,0.41365461847389556
5,60,0.85,1.1,0.1,25.0,10000.0,5.0,-2.0,0.05,0.05,False,True,True,60,0.0,True,-44087.43115204983,-2.1461367460066856,-46650.16874014815,-98.94330826686661,1979,11737,0.42168674698795183
10,90,0.9,1.05,0.2,0.0,3000.0,0.3,-5.0,0.03,0.5,False,False,True,7,-0.015,True,-44161.99996493825,-1.9266201814885189,-49765.61158159634,-20.61613498599827,2526,12954,0.5381526104417671
7,90,0.75,1.25,0.08,100.0,0.0,0.05,-3.0,0.1,0.2,True,True,False,45,-0.03,False,-45139.75009127926,-1.7832301394035333,-47656.79477949158,-31.85909119082544,1737,21921,0.44176706827309237
21,75,0.75,1.05,0.08,0.0,1000.0,0.3,-5.0,0.05,0.1,False,False,True,30,-0.01,True,-45723.65984937091,-2.508387718830969,-50767.17936485778,-54.53684810577285,2258,8182,0.4979919678714859
3,60,0.75,1.1,0.03,100.0,3000.0,1.0,-0.5,1.0,0.2,False,True,True,45,-0.0075,True,-48295.34503789437,-1.8785906508342136,-49907.967751117096,-56.69651424862001,2369,17673,0.4457831325301205
5,75,0.9,1.1,0.15,1000.0,0.0,12.0,-2.0,0.2,0.1,True,False,False,30,-0.015,False,-48490.30286077386,-4.056763339381385,-49604.62451507281,-0.0,1421,17945,0.3895582329317269
7,120,0.9,1.15,0.05,0.0,50000.0,0.05,-0.3,0.3,1.0,False,True,True,45,0.0,True,-49108.11171519123,-1.6949807888535695,-50035.71784889547,-0.0,2486,11777,0.40160642570281124
10,45,0.75,1.2,0.12,25.0,10000.0,5.0,-0.3,0.03,0.5,False,False,True,21,-0.01,True,-49221.45696484736,-2.405714056514053,-50986.787271903326,-0.0,2500,11449,0.46586345381526106
3,75,0.75,1.05,0.15,0.0,20000.0,0.05,-6.0,1.0,0.5,False,True,False,21,-0.005,True,-49314.15326275678,-2.495460206285565,-55346.17680650063,-20.22160023630199,2307,20149,0.46586345381526106
3,75,0.85,1.2,0.08,0.0,50000.0,12.0,-3.0,0.03,1.0,True,False,False,21,-0.03,False,-49783.603712687225,-3.284994925696552,-51788.9997806103,-49.55603059593705,1683,22308,0.4457831325301205
21,75,0.75,1.3,0.12,0.0,50000.0,10.0,-0.5,0.5,2.0,True,False,True,7,-0.015,False,-49819.5166795876,-4.881580725528972,-50804.61621432388,-0.0,1543,9051,0.39357429718875503
10,30,0.9,1.15,0.12,1000.0,0.0,8.0,-0.1,0.2,0.3,False,True,False,45,-0.03,True,-50008.4076780399,-2.3236277785382096,-51003.9165674856,-0.0,2522,8747,0.5140562248995983
3,45,0.9,1.1,0.15,25.0,10000.0,12.0,-3.0,0.5,0.3,False,True,True,30,-0.0125,True,-51969.053917398836,-2.4334225471104722,-54224.42813750354,-163.71461861368968,2455,17296,0.46184738955823296
7,120,0.75,1.2,0.1,0.0,1000.0,8.0,-3.0,0.03,0.2,True,True,True,45,-0.0075,False,-53796.18046781789,-2.1488230091078524,-56123.133071531964,-40.902679815027064,3066,19377,0.42971887550200805
3,90,0.75,1.3,0.1,0.0,0.0,5.0,-2.0,1.0,0.05,True,True,True,60,-0.005,False,-55526.677017498645,-2.351411268227925,-57614.05533629447,-50.874070258359225,3010,22118,0.4538152610441767
3,30,0.8,1.2,0.05,1000.0,0.0,5.0,-0.1,0.05,2.0,False,True,False,30,-0.0125,True,-55569.26908182488,-2.3883150440443055,-58560.39448410336,-33.69688754568763,2480,16988,0.4859437751004016
7,120,0.85,1.2,0.05,1000.0,0.0,0.3,-0.1,0.03,0.5,False,True,True,7,-0.03,True,-56458.713462659965,-1.8030661896385343,-59240.34336814635,-49.66213997821661,3386,20726,0.41365461847389556
7,60,0.85,1.2,0.08,25.0,10000.0,15.0,-0.5,0.03,1.0,False,True,False,14,-0.015,True,-58433.25945811739,-2.391641775170767,-60037.492149138605,-0.0,2845,15245,0.42570281124497994
5,90,0.8,1.25,0.05,25.0,50000.0,12.0,-0.1,0.5,0.3,False,True,True,60,-0.03,True,-58634.42845567716,-1.9480688256997107,-60679.135220028984,-124.45766925328932,3231,20408,0.41767068273092367
21,75,0.75,1.3,0.08,100.0,0.0,0.3,-1.0,0.3,0.3,False,False,True,21,-0.0125,True,-61359.970368464885,-2.7470748150413393,-62936.36914808816,-0.0,2797,9976,0.42971887550200805
7,90,0.8,1.25,0.1,25.0,50000.0,0.3,-0.1,0.5,0.3,False,False,True,60,0.0,True,-61833.346716961714,-1.9853101842821417,-64437.102697815826,-80.37334750838598,2464,12655,0.40160642570281124
3,90,0.75,1.05,0.12,25.0,3000.0,5.0,-0.5,0.03,0.5,False,True,True,21,-0.03,True,-63658.95010482912,-2.5249307856848686,-68149.91570968664,-22.244563608799258,3279,23434,0.42168674698795183
14,90,0.8,1.1,0.08,500.0,0.0,0.05,-0.3,0.3,0.1,False,True,False,21,-0.015,True,-63993.228150617564,-2.3491032980528903,-65348.85388844944,-0.0,3193,13180,0.41767068273092367
7,75,0.8,1.2,0.2,0.0,0.0,2.0,-0.3,0.05,0.1,True,False,False,7,-0.03,False,-66323.21953140758,-3.9421080091703535,-67111.25584327616,-0.0,1916,21014,0.43373493975903615
14,60,0.85,1.2,0.12,100.0,0.0,1.0,-0.1,0.05,0.05,False,True,True,60,0.0,True,-72119.64610975374,-2.9872892735014323,-72134.30177378013,-0.0,2222,7383,0.40963855421686746
3,45,0.85,1.3,0.12,0.0,50000.0,0.1,-3.0,1.0,0.3,False,False,True,60,-0.01,True,-73892.44188812342,-2.607674573123991,-77621.27317700989,-39.71651841047622,2622,20396,0.43373493975903615
14,75,0.75,1.25,0.12,500.0,0.0,12.0,-1.0,0.1,1.0,False,True,True,7,-0.005,True,-77661.64412930427,-3.122102359636344,-78140.14982357064,-0.0,2783,10034,0.41767068273092367
3,45,0.9,1.1,0.2,25.0,50000.0,0.05,-0.1,0.3,1.0,False,False,False,21,0.0,True,-77710.06263248011,-2.851021626351064,-78844.39755990775,-0.0,2060,12166,0.41365461847389556
